Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1170,1
108641312131853,Gazebo Homes,These ads ran without a disclaimer,590,1
103644672731725,Amb. Nancy Karigithu,Arkinst Limited,401,2
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,371,4
555935457941515,Thomas Ouko,These ads ran without a disclaimer,302,1
115738304822012,Make It Work Kenya,These ads ran without a disclaimer,295,3
101395678744958,Hon Philomena Chenangat Loitarengan,Philomena Chenangat Loitarengan,196,1
100593659226383,Jubilee Mbele Pamoja,Jubilee Mbele Pamoja,178,1
344115315677504,This Is Laikipia,This Is Laikipia,129,1
108778728813521,Angok Chol,These ads ran without a disclaimer,≤100,1
100907326779190,Kaileys Consortium LTD,These ads ran without a disclaimer,≤100,1
484917995035641,"Dtr Owiti Owayo,FDR","Dtr Owiti Owayo,FDR",≤100,1
698966906845725,Thomas Ouko,These ads ran without a disclaimer,≤100,1
102408959066915,Mikail KE,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
102063022779963,Kennedy Macharia,These ads ran without a disclaimer,≤100,1
173516606349429,Hon Wavinya Ndeti,Wavinya Ndeti,≤100,1
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
107753052287432,bcncurrencyyy,These ads ran without a disclaimer,≤100,1
358481724165689,UTS International Students,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,3
619717741838306,Vigo Chemicals,These ads ran without a disclaimer,≤100,1
