Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
1089641091059109,Hon. Kelechi Nwogu,Hon. Kelechi Nwogu,8967,4
343382302456957,Senator Orji Uzor Kalu,Senator Orji Uzor Kalu,7567,1
115572333681621,HolyGrail properties,These ads ran without a disclaimer,4893,1
878141452335886,The Hope For Nigeria,HOPE FOR THE NEEDY & SKILLS EMPOWERMENT FOUNDATION,4722,3
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,4512,4
297904423657616,The ICIR,The ICIR,2671,2
102169824695398,Rero TV,Rero TV,2610,3
103018869332378,BantuPage,BantuPage,2420,4
660685641036325,Sandeco Group,Sandeco Group,2074,1
913242715449176,Prophet Ekong Ituen Ministries,Prophet Ekong Ituen Ministries,1654,3
100202924924063,Page 36,Page 36,1581,5
128728490537179,Senator Asuquo Ekpenyong,Senator Asuquo Ekpenyong,1352,1
102571485681896,Ches TV,Ches TV,1000,1
101526161771364,Anambra State New Media,Anambra State New Media,981,1
371190863735789,Closer TV Online,Closer TV Online,845,1
102344605607625,D Independent Attorneys,D Independent Attorneys,832,1
102242516229525,Chilec E. Dikegbuo,These ads ran without a disclaimer,826,1
112894051595962,Hon. Kama Nkemkanma,Hon. Kama Nkemkanma,779,1
112988044224560,YvoteNaija,YvoteNaija,756,1
104679584528987,Flourish,Flourish,705,1
101473435929832,Fr. Alia New Media Centre,Fr. Alia New Media Centre,699,1
115255018277497,Governor's office Jigawa State,Governor's Office Jigawa State,696,1
110054088277205,Parallel News TV,Parallel News TV,590,1
115106008172520,Trenches Nation,These ads ran without a disclaimer,576,1
104238252286926,Nwankwo Promise Chibuzo,Nwankwo Promise Chibuzo,568,2
110978717953621,Khalessi of Lagos Realty,These ads ran without a disclaimer,546,1
105850252082024,Zappyrental,These ads ran without a disclaimer,543,1
105580098826545,Fr. Hyacinth Iormem Alia,Fr. Hyacinth Iormem Alia,521,1
1653319091616796,Odia A Ogbebor Political Movement,Odia A Ogbebor Political Movement,484,1
117974247896975,Happy time.,These ads ran without a disclaimer,439,1
103696798885313,Hon Onidare Sunday Bukunmi,Hon Onidare Sunday Bukunmi,383,1
112066038591221,AbbanKanawa Reporters,These ads ran without a disclaimer,317,1
101946957830577,Eze Paul Ituma,These ads ran without a disclaimer,278,1
107868989007138,The Matrix News,Pan Matrix,255,1
119723736100630,Ala - Delight Publicity Services,Ala - Delight Publicity Services,242,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,242,1
105855815902499,jlragency,These ads ran without a disclaimer,220,1
102229208550100,Canvas_fountain,These ads ran without a disclaimer,174,1
103101897996666,Vanessa,These ads ran without a disclaimer,≤100,1
1213597205372849,Ikorodu Oga  TV,These ads ran without a disclaimer,≤100,1
101282688895393,Insidecampustv.com.ng,These ads ran without a disclaimer,≤100,1
211082306470490,Klick Media NG,Klick Media NG,≤100,1
111180371693748,Rt.Hon Peter Odey - Cross River State Deputy Governor,Rt.Hon Peter Odey - Cross River State Deputy Governor,≤100,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,1
102918235364795,Afolabi Abiodun,These ads ran without a disclaimer,≤100,1
102910705760327,Era of Eradication,These ads ran without a disclaimer,≤100,1
2010410822318073,Tvcnewsng,Tvcnewsng,≤100,7
107249545008571,Totalflusher,Totalflusher,≤100,2
102138582410029,nikos_clicks,These ads ran without a disclaimer,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,2
274122625973157,World Federation of Neurology - WFN,These ads ran without a disclaimer,≤100,2
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
555746311110451,TVCconnect,TVCconnect,≤100,1
103498279312968,DE Governor Nwaka Emmanuel,These ads ran without a disclaimer,≤100,1
105433098937696,Fun Magazine Club,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
145136288859515,GQ South Africa,These ads ran without a disclaimer,≤100,1
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100,2
100305849167750,Born To Know,These ads ran without a disclaimer,≤100,1
126475860739425,United Nations Research Institute for Social Development (UNRISD),These ads ran without a disclaimer,≤100,1
105580002596272,Dggj-1428,These ads ran without a disclaimer,≤100,1
