Location name,Amount spent (ARS)
Buenos Aires,1070041
Catamarca,32734
Chaco,114991
Chubut,118469
Ciudad Autónoma de Buenos Aires,662947
Corrientes,43657
Córdoba,1266622
Entre Rios,139555
Formosa,40385
Jujuy,110313
La Pampa,145945
La Rioja,32015
Mendoza,135875
Misiones,155788
Neuquén,884866
Río Negro,233806
Salta,239304
San Juan,161872
San Luis,108531
Santa Cruz,15444
Santa Fe,389035
Santiago del Estero,35132
Tierra del Fuego,61873
Tucuman,133469
Unknown,≤100
