Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2585
Bicol Region,12976
Cagayan Valley,7267
Calabarzon,25179
Caraga,3741
Central Luzon,24873
Central Visayas,18344
Cordillera Administrative Region,3793
Davao Region,8278
Eastern Visayas,6615
Ilocos Region,10829
Metro Manila,37032
Mimaropa,4776
Northern Mindanao,7572
Soccsksargen,6214
Unknown,≤100
Western Visayas,14403
Zamboanga Peninsula,4512
