Location name,Amount spent (CZK)
Central Bohemian Region,11203
Hradec Králové Region,4951
Karlovy Vary Region,2939
Liberec Region,3922
Moravian-Silesian Region,11350
Olomouc Region,5161
Pardubice Region,4295
Plzeň Region,6874
Prague,24450
South Bohemian Region,5730
South Moravian Region,12946
Unknown,≤100
Vysočina Region,4082
Zlín Region,5197
Ústí nad Labem Region,7384
