Location name,Amount spent (ISK)
Capital Region,62770
Eastern Region,2947
Northeastern Region,6469
Northwestern Region,1364
Southern Peninsula,5102
Southern Region,7112
Unknown,≤100
Western Region,1458
Westfjords,1337
