Location name,Amount spent (BRL)
Acre (state),284
Alagoas,960
Amapá,332
Amazonas,2022
Bahia,4559
Ceará,3784
Espírito Santo,1704
Federal District,1974
Goiás,3144
Maranhão,5308
Mato Grosso,1711
Mato Grosso do Sul,1766
Minas Gerais,8912
Paraná,6086
Paraíba,1437
Pará,2854
Pernambuco,4134
Piauí,1236
Rio Grande do Norte,1675
Rio Grande do Sul,6695
Rio de Janeiro (state),8535
Rondônia,809
Roraima,429
Santa Catarina,4314
Sergipe,1048
São Paulo (state),29267
Tocantins,619
Unknown,≤100
