Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,8337245,6
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,7920952,17
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,5155758,137
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,2558676,10
164882486874333,antaranews.com,antaranews.com,1599536,3
104427162506872,Fakta Anies,Fakta Anies,1565656,5
101975326162624,Gaspol A1 GAaosip POLitik A1,Aditia Ramdani,1478868,15
138564054486639,Voilà Ai Artist,These ads ran without a disclaimer,1259540,2
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,1222793,2
114780578173621,Lubang Politik,Aditia Ramdani,982510,10
197545083607941,Harian Kompas,Harian Kompas,694186,23
105395699123690,Lensa Politik,Aditia Ramdani,592630,6
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,423102,7
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,406096,18
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,367645,24
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,363704,44
550592228409362,Brand Hong Kong,These ads ran without a disclaimer,344327,1
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,305015,18
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,292067,12
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,289081,9
110771227439502,Teman Sandi,Miftakhul Ansori,281722,10
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,278731,12
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,259341,4
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,231039,22
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,195546,1
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,179512,1
173996829810061,Ryan F Kono,"Ryan Fahrichsan Kono, B.Com",178757,2
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,174687,12
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,172891,14
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,147921,3
