Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
103253664825946,Souria Post - سوريا بوست,These ads ran without a disclaimer,≤100,2
116661248127126,Abdoul Kader Barry,These ads ran without a disclaimer,≤100,1
110748157211281,سوريا بوست بلس - souria post plus,These ads ran without a disclaimer,≤100,1
1369864219709852,سوريانا - souriana,These ads ran without a disclaimer,≤100,1
1792650590958717,Western NSW Health Jobs,These ads ran without a disclaimer,≤100,1
120723247667046,Rishi Budhathoki,These ads ran without a disclaimer,≤100,1
137412866820,RSL Awards,These ads ran without a disclaimer,≤100,1
118491327913065,AWOKE Apparel,These ads ran without a disclaimer,≤100,1
1717497868504337,Truth and Moments,These ads ran without a disclaimer,≤100,1
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,1
