Location name,Amount spent (ARS)
Buenos Aires,1253630
Catamarca,42400
Chaco,101376
Chubut,138447
Ciudad Autónoma de Buenos Aires,746477
Corrientes,88273
Córdoba,1440166
Entre Rios,86507
Formosa,26977
Jujuy,61752
La Pampa,96702
La Rioja,28871
Mendoza,180874
Misiones,101574
Neuquén,311321
Río Negro,82214
Salta,151704
San Juan,205196
San Luis,67806
Santa Cruz,17256
Santa Fe,559107
Santiago del Estero,25251
Tierra del Fuego,119115
Tucuman,84918
Unknown,209
