Location name,Amount spent (EUR)
Harju County,11039
Hiiu County,123
Ida-Viru County,1083
Järva County,460
Jõgeva County,341
Lääne County,450
Lääne-Viru County,608
Pärnu County,1016
Põlva County,377
Rapla County,495
Saare County,558
Tartu County,3098
Unknown,≤100
Valga County,404
Viljandi County,751
Võru County,529
