Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
497751670242493,Landssamband sjálfstæðiskvenna,Landssamband sjálfstæðiskvenna,9393,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,7318,5
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,6101,3
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,2689,6
737169626371453,Stundin,Stundin,2490,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2270,2
1434262256802295,Borgarbyggð,Borgarbyggð,1911,1
106979180938014,Samstöðin,Samstöðin ehf,1838,1
154893001218870,ADHD samtökin,ADHD samtökin,1648,5
201037343748,Sjálfstæðisflokkurinn í Reykjavík,Sjálfstæðisflokkurinn,1381,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,767,1
1438606279746434,Heiða Björg Hilmisdóttir,Heiða Hilmisdóttir,703,1
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,478,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,10
119283008140727,Pela Case,These ads ran without a disclaimer,≤100,1
106827194681183,Africa Equity Media,These ads ran without a disclaimer,≤100,1
111166248276745,Invisible Republic,These ads ran without a disclaimer,≤100,3
1407800559480010,Hirmer Verlag,These ads ran without a disclaimer,≤100,1
282537524017,Home of SOMA,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
