Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,63415,346
165500080198037,"Mulher, Família e Direitos Humanos","Ministério da Mulher, da Família e dos Direitos Humanos",48685,2
425215080864180,Pfizer Brasil,Pfizer,16469,12
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,13021,314
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,9554,7
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",6332,17
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,5742,14
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,5156,35
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,4605,3
286861344662855,Stella Artois,Ambev,4442,40
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,4306,5
109918909035681,Cerveja Brahma Oficial,Ambev,4165,1
159103797542,Greenpeace Brasil,Greenpeace Brasil,3425,175
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,3238,84
141627992572943,Budweiser,Ambev,2932,2
658891374205847,Prefeitura de Maringá,Prefeitura de Maringá,2553,17
452296324804718,Braskem,Puzzle Soluções Digitais LTDA,2174,1
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,2035,47
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,2030,75
157964194719,Enel Clientes Brasil,Enel Brasil,1871,11
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,1676,15
267089136770605,Bradesco Prime,These ads ran without a disclaimer,1668,1
104238497915363,Dr. Fernando Máximo,Fernando Rodrigues Maximo,1667,51
171169022896525,Guaraná Antarctica,Ambev,1484,2
101189854802059,Revista Oeste,Revista Oeste,1439,12
465235726843103,Ambev,These ads ran without a disclaimer,1391,4
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",1370,43
1690348801253854,Amigão D'orto,eleicao suplementar humberto d orto neto prefeito,1363,19
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,1301,1
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1057,7
615600128536767,Prefeitura de Sobral,Outcome Digital Strategy,1022,4
128802790469337,Todos Pela Educação,Todos Pela Educação,991,3
1175081412501876,EBAC,These ads ran without a disclaimer,962,6
224950980894382,Fred Costa,Frederico Borges Da Costa,938,20
114150477943968,Isabelle Pereira,These ads ran without a disclaimer,937,1
104738421003389,InvestNews BR,Easynvest,897,28
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,890,5
197698930267127,Alana,Instituto Alana,869,94
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,862,15
209716942411045,Governo do Distrito Federal - GDF,Governo do Distrito Federal,841,4
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,827,2
280413655431834,AMB - Associação Médica Brasileira,Associação Médica Brasileira,815,4
330379553673497,Oxfam Brasil,Oxfam Brasil,808,109
239977579362882,Blue3,Blue3 Investimentos,794,5
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,793,85
139640876082234,Pés Sem Dor,These ads ran without a disclaimer,737,22
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,725,28
843985505628610,Órigo Energia,Órigo Energia,722,2
197587446941661,Valor Econômico,Editora Globo,707,21
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,689,27
