Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
693907914395620,良杯製所 Oolab,良杯製所 Oolab,19790,7
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,19472,131
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),17690,39
343347583411734,歡樂大東家,These ads ran without a disclaimer,16437,4
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,14225,5
286487218798,遠見雜誌,These ads ran without a disclaimer,8769,4
106801464127093,目目非營利 MUVE NPO,目目非營利,5950,15
286487218798,遠見雜誌,遠見雜誌,5813,4
177161918975981,基督教芥菜種會,基督教芥菜種會,5502,30
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,5442,1
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,4330,3
569626243213799,生鮮時書,生鮮時書,3834,4
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,3632,6
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,3523,4
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,3343,9
1436850183290438,One-Forty,One-Forty,3249,10
235679595900,民視新聞,民視新聞,2834,10
113166188832531,台灣一起夢想公益協會,These ads ran without a disclaimer,2397,2
179608846121604,富達投信 Fidelity International - Taiwan,富達投信 Fidelity International - Taiwan,2336,2
127628276929,天下雜誌,天下雜誌,2138,38
365320250345879,林昶佐 Freddy Lim,林昶佐國會辦公室,1991,1
1649523455281990,遠山呼喚,遠山呼喚,1946,7
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,1833,1
390569611008641,願景工程基金會 Vision Project,願景工程基金會,1579,26
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,1464,34
211730475524462,大陸委員會,大陸委員會,1419,3
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1408,18
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,1300,17
1459140964183548,胡婉玲 Anne Hu,民視新聞,1236,3
652438848137404,連勝文,連勝文,1233,2
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1207,3
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1207,4
104624290080479,張育美,翊斌黃,1090,3
850754301947812,鏡新聞,鏡新聞,1020,3
111334712256714,勇媽阿惠 - 黃敏惠,勇媽阿惠 - 黃敏惠,970,4
106265361106594,海鼎離岸風電計畫 Formosa III,品典周,967,1
101324348112899,台灣好鄰居協會,社團法人台灣好鄰居協會,954,1
123082847747496,婦女救援基金會,財團法人台北市婦女救援社會福利事業基金會,927,3
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,922,9
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,877,1
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,869,2
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,857,7
157793094819088,魯明哲,志楷魯,791,1
170671044596,天主教善牧基金會,天主教善牧基金會,776,29
108696572024879,民視嘎哩供,民視新聞,760,4
1629474157289221,小牛頓,小牛頓科學教育有限公司,758,6
436843193180529,Unipapa,Unipapa,730,11
432445257544169,Global City Community,These ads ran without a disclaimer,706,10
226660410787355,民視體育新聞,民視新聞,648,3
103032645529885,菱傳媒,菱傳媒,644,5
104959119850676,轉角國際 udn Global,轉角國際 udn Global,626,1
701317096548097,許展維,許展維,625,2
420900021820330,何欣純,欣純 何,612,1
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,611,6
102943834507641,立法委員 陳椒華,時代力量,601,1
322782498136441,棒球殿堂,These ads ran without a disclaimer,589,2
154631861234059,吳秉叡,吳秉叡,541,2
739049559498402,元氣網,udn.com,535,4
191690867518507,江啟臣,江啟臣,534,2
394896373929368,自由時報,自由時報,534,2
195094157238158,好立委 楊瓊瓔,宛儀林,516,4
239512030682497,第一手星聞,民視新聞,496,3
267210596804238,啟德機械起重工程-股公司,鈺梅蔡,485,1
679518422104905,民視全球新聞,民視新聞,481,4
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,472,2
2013924568826126,余筱菁 客家好妹仔,筱菁余,440,2
105692292105892,黃士修,Shih-Hsiu Huang,411,1
219315794887869,聯合報,聯合報股份有限公司,385,2
314757905313275,饒慶鈴,饒慶鈴,378,1
103469901828540,挖貝 WaBay,挖貝 WaBay,378,1
231000693613150,蘇育德,育德蘇,347,1
103141681121150,城市學,遠見雜誌,321,1
460410744059213,TotalEnergies,沛儒謝,309,1
121504021252255,台灣金融研訓院,台灣金融研訓院,306,2
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,299,1
141794853262655,中山大同陳怡君,怡君 陳,284,1
104013138750678,翁震州,震州 翁,278,1
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,267,1
1427733054177884,微笑香蕉-黃香菽,微笑香蕉-黃香菽,266,1
158025223269,今周刊,今周刊,252,1
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,235,2
276861822357066,高金素梅(吉娃斯．阿麗),智葟 陳,232,3
108511435309848,Just For You 12,These ads ran without a disclaimer,231,1
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,214,1
101718182459153,天秤座戰士,Companionship Digital,214,4
104478515128771,自忠學堂,Kaiwun Lin,213,11
289820747799975,原創娛樂,These ads ran without a disclaimer,192,4
241403045973,IC 之音 FM97.5,IC 之音 FM97.5,187,1
115029205226666,主婦聯盟環境保護基金會,These ads ran without a disclaimer,187,4
237483602952352,黃適卓,適卓 黃,186,2
169380670597268,一刻鯨選-有聲內容平台,These ads ran without a disclaimer,184,1
119282744754924,台灣人權促進會 Taiwan Association for Human Rights,台灣人權促進會 Taiwan Association for Human Rights,183,2
218662974825481,王惠美,王惠美,174,1
131410820262008,宏其婦幼醫院,宏其婦幼醫院,171,1
575747599156894,環境資訊中心,台灣環境資訊協會,168,2
796994720374176,鳴人堂,鳴人堂,166,1
109946254161907,Tommy 獨立理財顧問,詠程 許,162,1
112571907179969,玩霸教育,思揚 蘇,150,1
1503745219913314,"孫大千Sun, Ta-Chien",宜軒 李,135,2
109181965386223,花蓮囝仔 李振瑋,馮茂智,133,1
105742975534267,吳明宜,吳明宜,129,3
496684637111616,陳偉杰 Chen Wei-chieh,偉傑 陳,128,1
441685342920785,張廖乃綸,張廖乃綸,127,2
