Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,17000000,3
304247300393,Juan Pablo Guanipa,an advertiser in Venezuela,16542497,3
11449543593,Carlos Ocariz,an advertiser in Venezuela,16250000,106
111996834835351,Polianaliticave,an advertiser in Venezuela,13099997,1
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,10500000,3
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,6250000,2
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,5657499,2
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,2500000,1
1594044310858453,Caring | Church of Jesus Christ,These ads ran without a disclaimer,2155000,2
329454973810761,Elias Sayegh,These ads ran without a disclaimer,750000,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,49885,1
2072693036133553,Tonal,These ads ran without a disclaimer,13298,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,4464,2
31121558686,BBVA Careers,These ads ran without a disclaimer,≤100,1
105963331553360,Ropa x dolar,These ads ran without a disclaimer,≤100,1
140010018214626,Moneymade Lifestyle,These ads ran without a disclaimer,≤100,5
102342747923923,Researchpod,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
316496640057,7iber,These ads ran without a disclaimer,≤100,2
56777943052,One Young World,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
675627625962585,Telintel,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
