Location name,Amount spent (EUR)
Andalusia,3662
Aragón,609
Balearic Islands,511
Cantabria,225
Castilla y Leon,658
Castilla-La Mancha,620
Cataluña,4137
Comunidad Valenciana,1888
Comunidad de Madrid,2928
Extremadura,603
Galicia,874
Islas Canarias,1100
La Rioja,106
Navarra,331
País Vasco,737
Principality of Asturias,430
Region of Murcia,516
Unknown,≤100
