Location name,Amount spent (MYR)
Johor,1118
Kedah,6877
Kelantan,3243
Kuala Lumpur,3557
Labuan,≤100
Malacca,768
Negeri Sembilan,4422
Pahang,723
Penang,4554
Perak,2238
Perlis,188
Putrajaya,200
Sabah,758
Sarawak,651
Selangor,31210
Terengganu,2305
Unknown,≤100
