Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
946133165540703,Expediente Público,These ads ran without a disclaimer,≤100,1
587453818082309,ElHospital.com,These ads ran without a disclaimer,≤100,1
101335125357095,Czapp,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,1
116373134780373,Emprende con Reparaciones y Mantenimiento,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
324014361275123,ETprojectMusic,These ads ran without a disclaimer,≤100,1
167810553565549,Conor O'Neill - The Everyday Athlete Program,These ads ran without a disclaimer,≤100,3
694820194040229,Martina Roig,These ads ran without a disclaimer,≤100,1
