Location name,Amount spent (CHF)
Aargau,109
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,134
Basel-Landschaft,≤100
Bern,162
Canton of Geneva,494
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,147
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,250
Zug,≤100
Zürich,2212
