Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,1035
Flevoland,911
Friesland,1340
Gelderland,4050
Groningen,1170
Limburg,2131
Noord-Holland,6267
North Brabant,4588
Overijssel,2271
Sint Maarten,≤100
Unknown,≤100
Utrecht,2470
Zeeland,770
Zuid-Holland,7681
