Location name,Amount spent (PKR)
Azad Kashmir,2044
Balochistan,2165
Federally Administered Tribal Areas,450
Gilgit-Baltistan,433
Islamabad Capital Territory,13181
Khyber Pakhtunkhwa,10303
Punjab,42467
Sindh,45955
