Location name,Amount spent (ISK)
Capital Region,28254
Eastern Region,1215
Northeastern Region,2849
Northwestern Region,499
Southern Peninsula,2069
Southern Region,2487
Unknown,≤100
Western Region,930
Westfjords,719
