Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
75665129515,Go Negosyo,Go Negosyo,29554,32
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,8879,16
107853288892129,Don Artes,Friends of Don Artes,6441,3
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,5772,5
265779500134955,SM Supermalls,SM Supermalls,5416,5
48688071399,Greenpeace Philippines,Greenpeace Philippines,5102,3
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,4387,5
110985836193,Loren Legarda,Clutch Media,4330,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4165,1
823788047675556,Call of War,These ads ran without a disclaimer,4165,2
110645812298362,Pilipino Star Ngayon,These ads ran without a disclaimer,3904,1
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,3714,49
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",3708,4
495629064258114,Lolita Karen Javier,Amor U. Nacional,3277,5
969917173120995,Susan Yap,Sulong Pilipinas,3255,2
109221950807340,Serbisyong Ka Fuerte,Ericka Jones Magat,3069,2
100367838013436,Ka Fuerte Medical Assistance Program,Ericka Jones Magat,3068,2
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3063,1
547821942058909,Pilipinas Today,WFPH,2756,28
701517253228758,DOSTv,DOSTv,2728,6
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",2708,1
1922749344643532,The World Tonight,The World Tonight,2623,28
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,2454,7
100170811672425,Kyusi,WFPH,2312,25
104123408073601,"Nikki Prieto-Teodoro, Philippine Special Envoy to Unicef",Maria Lourdes Acosta Gammad,2283,3
1418266401595358,NYC Affirmative Psychotherapy,These ads ran without a disclaimer,2179,1
1455001198052853,Durex PH,These ads ran without a disclaimer,1937,1
223618785182273,Pilipinas,WFPH,1883,20
112787397193011,Gov Luigi Villafuerte,Sarah Jane Toralba,1750,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1533,5
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1530,1
269175894020945,Pilipinas Today,WFPH,1347,14
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1215,1
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,1193,4
1380167115635985,LEDS Clothing,LEDS Clothing,1167,10
275175112891680,Bureau of Customs - Port of Davao,Bureau of Customs - Port of Davao,1150,5
156752721080952,Sonny Angara,Sonny Angara,1148,2
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1121,7
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,1101,1
1566478310240623,Francis Tolentino,Francis Tolentino,1068,9
186667502068528,Larry De Costa,WFPH,1064,11
198182270223092,Dr. Michelle Corral,These ads ran without a disclaimer,1051,1
205248039844,sedaLAW,sedaLAW,1030,2
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),1007,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1006,2
257830240980106,Ronnie Dadivas,Roxas City United,999,3
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,837,10
601139760220755,Pilipinas TODAY.,Pilipinas TODAY.,819,8
107525411171131,Cong. Gabby Bordado,Gabby Bordado,792,2
378813345524368,Haier,Haier,762,2
417817125659329,SB CARLO AVENA,Jose Carlo Medina Avena,715,1
105619205369684,Congresswoman Ching Bernos,Gene Lloyd Villarta Torres,706,1
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,700,6
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,693,8
112516431779705,Oil Spill Watch,Robbie Mae Makibulan Tolentino,674,1
855898747825862,Philippine Safe Abortion Advocacy Network - Pinsan,Crissar Joy Dechitan Mundin,635,2
266790296879,Bloomberg,These ads ran without a disclaimer,607,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,601,2
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,539,2
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,535,3
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,521,1
150212781679555,Caucus of Development NGO Networks,These ads ran without a disclaimer,520,1
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,515,3
1332938170076882,Tatak QC,Polsure,514,3
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,507,1
529901257160994,Paz Radaza,Klin Mar Mejo,494,1
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,488,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,483,6
104955062184489,BBM Movement,UEEI Consorcia Inc,474,1
154386154617,WWF-Philippines,WWF-Philippines,473,3
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,471,2
105969951219886,Sibika.ph,Philippine Business for Education Inc.,465,3
454536418241945,MakeSense,MakeSense Asia,445,2
226006594185958,Concentrix,These ads ran without a disclaimer,430,1
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",411,5
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",404,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,397,1
166107624078770,Camanava News,CAMANAVA News,396,3
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,395,3
147975588597216,Stratbase,Stratbase,393,1
537843086665379,City Inquirer,City Inquirer,364,4
100305568984268,EdukNaman,Philippine Business for Education Inc.,353,2
103234338747358,MJournal,MJournal,351,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,337,13
104511920967934,Vice Mayor Eric Dioneda,Nilo Jr Akil Catapang,323,1
101326415182751,Project Blue,These ads ran without a disclaimer,314,1
1452648134951782,Local Government Unit of Solano,Tyrone Joy Galasinao Dagdag,307,8
374004705980904,Philippine Business for Education,Philippine Business for Education,304,2
176725369945441,Pilipinas Today,The World Tonight,297,3
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,297,1
387099348540838,Vice Mayor Ninong Dela Cruz,Vice Mayor Ninong Dela Cruz,297,3
105307862322635,Samuel G.F Parilla II,Samuel G.F Parilla II,296,2
