Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
813362708790951,UBP - Union Bancaire Privée,These ads ran without a disclaimer,≤100,2
103398468787,Saint-Gobain,These ads ran without a disclaimer,≤100,1
1517088885216557,AIG,These ads ran without a disclaimer,≤100,3
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100,2
1557231747832291,afikra,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
116690601031944,Million,These ads ran without a disclaimer,≤100,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
212864082137,Mike Manning,These ads ran without a disclaimer,≤100,1
200146900023955,American Dream TV,These ads ran without a disclaimer,≤100,1
104889235774130,Artur Ziganshin,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,4
516540185063161,MIGAL Galilee Research Institute,These ads ran without a disclaimer,≤100,1
