Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,2074627,7
1438703606372190,Elham Said Freiha,Elham Freiha,1343285,2
106425851213086,L'Orient Today,L'Orient Today,542986,3
106197498149118,لبنان الكبير,Grand Lebanon,537612,16
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,318956,9
104918301844248,Project Watan LB,Project Watan,313433,3
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,298507,2
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,298507,3
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,283582,7
394633411339696,fiftyfiftylb,FiftyFiftylb,238806,2
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,238806,1
107800617419717,MYKA Foundation,Elie M. ElHelou,208955,3
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,196269,4
110470091436602,Ici Beyrouth,Ici beyrouth,194030,4
129660230432028,Dr. Toufic Hindi,Toufic Hindi,119403,1
128417954019381,Al-Moltaka,Melhem Boustany,96567,2
137195823051820,Maharat Foundation,Maharat Foundation,93284,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,77592,2
2082052578716332,محمد شفيق حمود,Arab Window,74627,1
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,73881,1
105319651353770,Jusur,Jusur,51940,3
107698404702208,Alkalima,Alkalima Onlime,44776,2
149013021820628,Adyan Foundation - مؤسّسة أديان,Adyan Foundation - مؤسّسة أديان,29851,2
109112633772887,180post,180Post,16866,2
101821442049816,Hadath online,Wassim El Adhami,14925,1
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,5437,1
219035737402,عربي - Al-Mashareq,These ads ran without a disclaimer,5373,1
102813229096771,الهيئة السورية للرقابة الشعبية  Syrian Organization of popularity oversight,These ads ran without a disclaimer,4942,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
100627269565872,حيّز,These ads ran without a disclaimer,≤100,1
102017675943520,Veronica Silva Guedes,These ads ran without a disclaimer,≤100,1
