Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,137,3
137651823623470,Office of the Prime Minister - The Bahamas,The Office of The Prime Minister Bahamas,109,3
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
214398035293119,Atlantic Union Adventist Youth Ministries,These ads ran without a disclaimer,≤100,1
