Location name,Amount spent (NOK)
Akershus,10641
Aust-Agder,1186
Buskerud,4025
Finnmark,3451
Hedmark,3887
Hordaland,6835
Møre og Romsdal,3872
Nord-Trøndelag,2000
Nordland,9283
Oppland,3702
Oslo,20069
Rogaland,6134
Sogn og Fjordane,1104
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4000
Telemark,3915
Troms,5254
Unknown,≤100
Vest-Agder,2679
Vestfold,3646
Østfold,3759
