Location name,Amount spent (BRL)
Acre (state),385
Alagoas,3866
Amapá,575
Amazonas,3061
Bahia,16364
Ceará,9163
Espírito Santo,3399
Federal District,3010
Goiás,4319
Maranhão,3192
Mato Grosso,3166
Mato Grosso do Sul,1891
Minas Gerais,14312
Paraná,6456
Paraíba,5963
Pará,3937
Pernambuco,12221
Piauí,1910
Rio Grande do Norte,2434
Rio Grande do Sul,6280
Rio de Janeiro (state),14302
Rondônia,2569
Roraima,710
Santa Catarina,7404
Sergipe,1182
São Paulo (state),43084
Tocantins,774
Unknown,1324
