Location name,Amount spent (NOK)
Akershus,18120
Aust-Agder,3129
Buskerud,6380
Finnmark,1897
Hedmark,4521
Hordaland,15585
Møre og Romsdal,5559
Nord-Trøndelag,2743
Nordland,5247
Oppland,4154
Oslo,20794
Rogaland,10986
Sogn og Fjordane,2103
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,10339
Telemark,3620
Troms,4241
Unknown,≤100
Vest-Agder,5359
Vestfold,5103
Østfold,7957
