Location name,Amount spent (VND)
An Giang Province,46429
Bà Rịa–Vũng Tàu Province,61576
Bình Dương Province,121929
Bình Phước Province,31013
Bình Thuận Province,53307
Bình Định Province,47302
Bạc Liêu Province,19289
Bắc Giang Province,261025
Bắc Kạn Province,7385
Bắc Ninh Province,99308
Bến Tre Province,201046
Cao Bằng Province,19787
Cà Mau Province,25355
Cần Thơ,108815
Da Nang,443981
Gia Lai Province,34081
Haiphong,162707
Ho Chi Minh City,1635256
Hà Giang Province,15041
Hà Nam Province,52362
Hà Tĩnh Province,75214
Hòa Bình Province,30680
Hưng Yên Province,51934
Hải Dương Province,141020
Hậu Giang Province,11707
Khánh Hòa Province,89223
Kiên Giang Province,37984
Kon Tum Province,28179
Lai Châu Province,7278
Long An Province,31412
Lào Cai Province,47594
Lâm Đồng Province,66333
Lạng Sơn Province,21889
Nam Định Province,85930
Nghệ An Province,152333
Ninh Bình Province,59776
Ninh Thuận Province,17433
Phú Thọ Province,60456
Phú Yên Province,20301
Quảng Bình Province,44441
Quảng Nam Province,42636
Quảng Ngãi Province,105717
Quảng Ninh Province,79070
Quảng Trị Province,21750
Sóc Trăng Province,33708
Sơn La Province,24870
Thanh Hóa Province,172569
Thái Bình Province,91179
Thái Nguyên Province,55300
Thừa Thiên–Huế Province,149024
Tiền Giang Province,232511
Trà Vinh Province,29890
Tuyên Quang Province,78539
Tây Ninh Province,87528
Unknown,≤100
Vĩnh Long Province,50274
Vĩnh Phúc Province,58056
Yên Bái Province,21424
Điện Biên Province,15105
Đắk Lắk Province,70682
Đắk Nông Province,19432
Đồng Nai Province,155376
Đồng Tháp Province,60449
