Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,4851,43
102329728050606,Yes23,Yes23,4022,102
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3332,121
334563333634959,Australian Government Department of Education,Australian Government Department of Education,2740,7
10113538711,WWF-Australia,WWF-Australia,1782,28
160054227468,World Vision Australia,World Vision Australia,1334,13
308746806571901,Advance Australia,Advance Australia,1131,36
1776727752614025,Glencore,Glencore Australia,1078,13
105140971475089,Chuffed.org - Australia,Chuffed.org,869,4
447447719391089,Health Care Providers Association,Health Care Providers Association,822,5
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,813,2
182564410468,Australia for UNHCR,Australia for UNHCR,770,56
299753643444311,AEC,These ads ran without a disclaimer,760,6
927439480613235,Minerals Council of Australia,Minerals Council of Australia,754,2
184543928960,National Party of Australia,National Party of Australia,725,2
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,725,11
92824008332,Plan International Australia,Plan International Australia,704,15
89794331215,Oxfam,Oxfam Australia,662,51
134712696593275,Dan Andrews,Daniel Andrews MP,662,10
172094012830551,Australian Paralympic Team,Paralympics Australia,628,26
299753643444311,AEC,Australian Electoral Commission,566,14
231341250224498,Australian Ethical Investment,Australian Ethical Investment,554,20
352953834815624,Jason Wood MP,Jason Wood MP,552,12
108287892602643,CFMEU - Construction & General,CFMEU - Construction & General,540,8
104180525925926,Fair Australia,Advance Australia,517,41
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,492,27
113998151684022,Referendum News,Advance Australia,486,24
471390022952217,APPEA - Our Natural Advantage,APPEA,456,38
694832627392516,Prime Super,Prime Super,446,17
101791315693,Destiny Rescue,Destiny Rescue,438,6
125812604095801,Invasive Species Council,Invasive Species Council,419,78
2067887946766818,Senator Claire Chandler,Senator Claire Chandler,383,1
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,375,14
10852627380,World Animal Protection Australia,World Animal Protection Australia,349,35
8422338499,The Wilderness Society,The Wilderness Society,334,33
1445863699024135,Business Council of Australia,Business Council of Australia,291,12
101921012445815,Nicole Werner - Liberal for Warrandyte,Liberal Party of Victoria,280,4
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,269,18
22746335927,Bob Brown Foundation,Bob Brown Foundation,263,57
150043381805210,SSI - Settlement Services International,SSI - Settlement Services International,255,2
103072892843066,Not My Voice,Australians For Unity,245,77
200819325600,ActionAid Australia,ActionAid Australia,242,28
154796877889890,The Hospital Research Foundation Group,The Hospital Research Foundation Group,233,18
114071581968095,Liptember,Liptember,224,59
181578525342930,Master Builders Australia,Master Builders Australia,217,12
101594851651707,The Affordable Housing Party,The Affordable Housing Party,216,1
104419985146228,Ekō Australia,Ekō Australia,212,1
461218903956271,Sperm Donors Australia,Sperm Donors Australia,205,18
107939487783753,Garth Hamilton MP,Garth Hamilton MP,204,17
36002998891,City of Sydney,City of Sydney,194,3
311979432274842,The Saturday Paper,The Saturday Paper,192,2
329777267205680,ACT Government,ACT Government,185,12
117058357932949,Constitutional Equality,Constitutional Equality,185,8
100385049145414,Allegra Spender,Allegra Spender MP,184,8
149648047339,Save the Children Australia,Save the Children Australia,183,48
362805317148988,Keith Pitt,Keith Pitt,182,2
204751982883846,Senator Michaelia Cash,Senator Michaelia Cash,177,1
59024478936,Monash University,Monash University,176,14
105348385388237,Senator Babet,Senator Babet,172,7
118601381509264,Public Transport Victoria,Public Transport Victoria,165,1
307341981788,Australian Labor Party,Australian Labor Party,163,18
100162559396,The Australia Institute,The Australia Institute,162,3
272757739102,Engineers Australia,Engineers Australia,155,7
