Location name,Amount spent (TWD)
Changhua,7744
Chiayi,1995
Hsinchu,3414
Hsinchu City,6187
Hualien,2466
Kaohsiung,25665
Keelung City,3032
Kinmen,512
Lienchiang,≤100
Miaoli,3648
Nantou,2858
New Taipei City,44452
Penghu,629
Pingtung,4971
Taichung,29487
Tainan,16799
Taipei,36797
Taitung,2230
Taoyuan City,25996
Unknown,3736
Yilan,2762
Yunlin,4465
