Location name,Amount spent (TWD)
Changhua,6124
Chiayi,1413
Hsinchu,2800
Hsinchu City,5833
Hualien,2702
Kaohsiung,21776
Keelung City,2733
Kinmen,689
Lienchiang,≤100
Miaoli,2671
Nantou,2316
New Taipei City,34212
Penghu,838
Pingtung,4730
Taichung,24372
Tainan,13698
Taipei,30083
Taitung,1456
Taoyuan City,19846
Unknown,2790
Yilan,2228
Yunlin,3380
