Location name,Amount spent (USD)
Azuay Province,629
Bolívar Province,≤100
Carchi Province,≤100
Cañar Province,101
Chimborazo Province,272
Cotopaxi Province,172
El Oro Province,508
Esmeraldas Province,239
Galápagos Province,382
Guayas Province,2659
Imbabura Province,238
Loja Province,416
Los Ríos Province,546
Manabí Province,947
Morona-Santiago Province,104
Napo Province,≤100
Orellana Province,≤100
Pastaza Province,≤100
Pichincha Province,1678
Santa Elena Province,232
Santo Domingo de los Tsáchilas Province,979
Sucumbíos Province,103
Tungurahua Province,435
Unknown,≤100
Zamora-Chinchipe Province,165
