Location name,Amount spent (USD)
Alabama,7873
Alaska,3030
American Samoa,≤100
Arizona,23191
Arkansas,5805
California,75659
Colorado,13484
Connecticut,7894
Delaware,1903
Florida,52539
Georgia,20549
Guam,≤100
Hawaii,2593
Idaho,8410
Illinois,50235
Indiana,19155
Iowa,7054
Kansas,7756
Kentucky,8483
Louisiana,10202
Maine,5419
Maryland,13933
Massachusetts,11993
Michigan,28282
Minnesota,12620
Mississippi,6154
Missouri,13525
Montana,9440
Nebraska,3780
Nevada,8757
New Hampshire,2929
New Jersey,18044
New Mexico,4930
New York,48285
North Carolina,20729
North Dakota,1279
Northern Mariana Islands,≤100
Ohio,25045
Oklahoma,11385
Oregon,11005
Pennsylvania,33353
Puerto Rico,≤100
Rhode Island,1633
South Carolina,9198
South Dakota,1784
Tennessee,13643
Texas,57043
Unknown,≤100
Utah,6130
Vermont,1713
Virgin Islands (U.S.),≤100
Virginia,21971
Washington,15350
"Washington, District of Columbia",6106
West Virginia,4060
Wisconsin,24216
Wyoming,1242
