Location name,Amount spent (TWD)
Changhua,6787
Chiayi,1395
Hsinchu,3214
Hsinchu City,5201
Hualien,2365
Kaohsiung,22546
Keelung City,2423
Kinmen,438
Lienchiang,≤100
Miaoli,3009
Nantou,2760
New Taipei City,34890
Penghu,555
Pingtung,4904
Taichung,24452
Tainan,12835
Taipei,26077
Taitung,1516
Taoyuan City,19528
Unknown,2376
Yilan,2297
Yunlin,4213
