Location name,Amount spent (TWD)
Changhua,7632
Chiayi,1800
Hsinchu,3484
Hsinchu City,5716
Hualien,2673
Kaohsiung,21724
Keelung City,2742
Kinmen,437
Lienchiang,≤100
Miaoli,3642
Nantou,39832
New Taipei City,35980
Penghu,608
Pingtung,4152
Taichung,26890
Tainan,16005
Taipei,28301
Taitung,1606
Taoyuan City,21732
Unknown,3277
Yilan,2435
Yunlin,4509
