Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,7000000
Apure,250000
Aragua,1500000
Barinas,6750000
Bolívar (state),1000000
Capital District,9500000
Carabobo,3187512
Cojedes,250000
Delta Amacuro,52500
Falcón,757503
Guárico,445002
Lara,892503
Miranda (state),2460009
Monagas,6772988
Mérida,7055026
Nueva Esparta,367501
Portuguesa,500000
Sucre,500000
Trujillo,562502
Táchira,1250000
Unknown,≤100
Vargas,420002
Yaracuy,560002
Zulia,11032541
