Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,4500000
Apure,1500000
Aragua,5059982
Barinas,2284992
Bolívar (state),4750000
Capital District,13000000
Carabobo,7082475
Cojedes,750000
Delta Amacuro,334999
Falcón,2514991
Guárico,2250000
Lara,4750000
Miranda (state),9500000
Monagas,2250000
Mérida,2750000
Nueva Esparta,3827486
Portuguesa,2750000
Sucre,2000000
Trujillo,1902493
Táchira,3500000
Unknown,≤100
Vargas,1250000
Yaracuy,1959993
Zulia,12250000
