Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,10680,4
102851155670931,mUEve,mUEve,6161,5
161538647202796,David Segura - Diputado,David Lorenzo Segura Gamboa,6035,1
265843867173714,La Revista,La Revista,5183,4
102084562479533,Digital506,Digital506,3645,2
823788047675556,Call of War,These ads ran without a disclaimer,3301,2
100508562815254,Juan Diego González Picado,Juan Diego González Picado,2800,1
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,1647,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1187,1
117476041631671,AmCham Costa Rica,AmCham Costa Rica,1137,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1120,1
2006883116083469,Cristopher Montero Jiménez,Cristopher Montero Jimenez,690,1
109536051432220,Olga Morera - Diputada,Olga Morera Arrieta,560,1
19746387261,Humane Society International,These ads ran without a disclaimer,246,4
195210991410496,Acadian Plant Health LATAM,These ads ran without a disclaimer,≤100,1
1470496669881478,No seas plástico,These ads ran without a disclaimer,≤100,1
112731733833728,Familias: Ahora,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
100487141876592,Monica Jaquez,These ads ran without a disclaimer,≤100,1
101742072253450,WeWhale,These ads ran without a disclaimer,≤100,1
115417791490323,fyndulat,These ads ran without a disclaimer,≤100,1
555385191479913,Alan Reyes,These ads ran without a disclaimer,≤100,1
160720010711227,Panel Rey,These ads ran without a disclaimer,≤100,1
100365208581323,Revolución Eñame,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
575492683148162,파송송,These ads ran without a disclaimer,≤100,1
290980968206977,GameDay News,These ads ran without a disclaimer,≤100,2
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
30954968553,Smithsonian’s National Museum of the American Indian,These ads ran without a disclaimer,≤100,1
72750481109,Structuralia,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
107081195503583,bammentors,These ads ran without a disclaimer,≤100,1
102783605860386,Taniya,These ads ran without a disclaimer,≤100,1
