Location name,Amount spent (ARS)
Buenos Aires,28368815
Catamarca,866600
Chaco,473672
Chubut,239552
Ciudad Autónoma de Buenos Aires,6611012
Corrientes,439551
Córdoba,3007476
Entre Rios,5035820
Formosa,254386
Jujuy,1109880
La Pampa,218130
La Rioja,364380
Mendoza,1030002
Misiones,919179
Neuquén,296116
Río Negro,374616
Salta,683611
San Juan,446555
San Luis,345786
Santa Cruz,696870
Santa Fe,2340825
Santiago del Estero,384423
Tierra del Fuego,282275
Tucuman,594085
Unknown,895
