Location name,Amount spent (ARS)
Buenos Aires,2122469
Catamarca,26099
Chaco,154322
Chubut,79573
Ciudad Autónoma de Buenos Aires,349350
Corrientes,115030
Córdoba,3197725
Entre Rios,158445
Formosa,40461
Jujuy,341523
La Pampa,777819
La Rioja,152730
Mendoza,257421
Misiones,599884
Neuquén,30820
Río Negro,38763
Salta,999073
San Juan,563736
San Luis,197368
Santa Cruz,29733
Santa Fe,493394
Santiago del Estero,43365
Tierra del Fuego,345332
Tucuman,199615
Unknown,184
