Location name,Amount spent (ZAR)
Eastern Cape,1050
Free State,515
Gauteng,3934
KwaZulu-Natal,1412
Limpopo,388
Mpumalanga,446
North West,364
Northern Cape,301
Unknown,≤100
Western Cape,5768
