Location name,Amount spent (ZAR)
Eastern Cape,303
Free State,375
Gauteng,1339
KwaZulu-Natal,626
Limpopo,339
Mpumalanga,207
North West,152
Northern Cape,≤100
Unknown,≤100
Western Cape,1230
