Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,27003186
Apure,1516729
Aragua,5048523
Barinas,3275990
Bolívar (state),5780486
Capital District,11602697
Carabobo,53072596
Cojedes,15141818
Delta Amacuro,250000
Falcón,3522616
Guárico,2467920
Lara,7035806
Miranda (state),15547091
Monagas,2275083
Mérida,4780215
Nueva Esparta,16837653
Portuguesa,3523572
Sucre,2021995
Trujillo,17275518
Táchira,36852538
Unknown,≤100
Vargas,16015334
Yaracuy,2523034
Zulia,66806253
