Location name,Amount spent (MYR)
Johor,560
Kedah,301
Kelantan,155
Kuala Lumpur,688
Labuan,≤100
Malacca,166
Negeri Sembilan,429
Pahang,191
Penang,328
Perak,333
Perlis,≤100
Putrajaya,≤100
Sabah,255
Sarawak,256
Selangor,2416
Terengganu,209
Unknown,≤100
