Location name,Amount spent (NZD)
Auckland Region,4432
Bay of Plenty Region,881
Canterbury,1636
Cook Islands,≤100
Gisborne District,117
Hawke's Bay,592
Manawatu-Wanganui,754
Marlborough Region,≤100
Nelson Province,178
Northland Region,371
Otago,866
Southland,447
Taranaki,271
Tasman District,≤100
Unknown,≤100
Waikato,1564
Wellington Region,1746
West Coast,≤100
