Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,7366817,9
102793242742002,Jaksapedia,JAKSAPEDIA,3620461,33
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2436569,30
101971245965029,Siap Kawal Polri,Kawal Polri,1876101,34
117935907895698,Tidak resmi: inilahcom,Inilahcom,1765331,13
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,1756374,16
197545083607941,Harian Kompas,Harian Kompas,1218892,25
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,886979,5
104427162506872,Fakta Anies,Fakta Anies,747485,29
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,522245,21
111864151754055,Esensi TV,Esensi Tv,511175,14
103290336009963,Akbar Faizal Uncensored,Yayasan Infobox,510832,34
217841272115804,Kabar Golkar,Yayasan Kabar Golkar,509234,35
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,456614,2
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,408718,2
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,346839,2
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,337570,28
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,319414,32
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,313393,1
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,280844,3
116705041036588,Francine Widjojo,Francine Widjojo,279558,1
104708079203574,Airlangga Hartarto 2024,Yayasan Infobox,250281,1
104427162506872,Fakta Anies,Harian Politik,220614,10
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,211720,23
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,200597,15
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,192529,12
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,178922,10
105333581077904,PT Pupuk Kaltim,PT Pupuk Kaltim,172730,3
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,172002,5
211454462257570,International Hockey Federation (FIH),These ads ran without a disclaimer,162737,2
397612604060624,ilham mendrofa,ilham mendrofa,140452,2
101601538648991,Gerindra Lampung Official,"Asroni Paslah, S.Pd",126665,1
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,117995,9
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,116432,13
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,113016,8
107241861191421,Ilmu Tambang,Ilmu Tambang,104427,4
104059522383148,Golkar Bangka Barat,Golkar Bangka Barat,103615,2
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,94118,9
103248962702683,Kemal Prabaswara Putra,Kemal Prabaswara Putra,83385,2
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abu Bakar Abdullah,74109,10
112734688385004,"Elyas, S.Pi","Elyas, S.Pi",73160,1
102332655592625,BidikNews24.com,BidikNews24.com,70552,8
173776079818775,Saiful Mujani,Saidiman,66647,1
423670114403144,Trending in China,These ads ran without a disclaimer,61042,1
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,60863,3
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,59848,2
173996829810061,Ryan F Kono,"Ryan Fahrichsan Kono, B.Com",52931,1
108576444774162,Kristian Thomas for DPRD DKI 2024,These ads ran without a disclaimer,52107,3
102273039070802,Info Terkini,Muhammad Miftakhunnaim,51876,6
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,49548,3
107799574074521,Rachmat Gobel Chanel,Alyun Hasan Hippy,45717,1
100879728277263,100 Juta Like Fans Berat Jokowi-Ahok,H. Dimjati,41963,1
314205292747611,Sahabat Abraham Liyanto,Yesenia Irene Liyanto,39532,1
101801699177654,Muhamad Sodikin,Saepujaman,38636,2
110750361762052,Pikiran Rakyat,Pikiran Rakyat,38623,3
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,37601,4
100936332094413,JCI Jakarta Member,These ads ran without a disclaimer,37372,1
106662402320800,Rakyat Beropini,Rakyat Beropini,35602,3
112918611716199,Yusdiyanto Turede,These ads ran without a disclaimer,34196,4
104054595928021,Bakti Untuk Rakyat,Fahmi Husaini Sanum,34187,2
112417251582480,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,33385,1
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,33245,2
106647992173984,Andi Dian Putra,Horas Kasih Sirait,31755,2
117726062218223,Riau Bicara,Edi,30216,1
312490859193724,mensbatik,Bayu Setayudha,27007,7
105471639119755,Seratus Persen ZIYAP,These ads ran without a disclaimer,24255,1
