Page ID,Page name,Disclaimer,Amount spent (XCD),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100,10
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100,3
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100,2
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,1
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,1
