Location name,Amount spent (MYR)
Johor,414
Kedah,207
Kelantan,152
Kuala Lumpur,440
Labuan,≤100
Malacca,≤100
Negeri Sembilan,133
Pahang,152
Penang,123
Perak,217
Perlis,≤100
Putrajaya,≤100
Sabah,328
Sarawak,301
Selangor,690
Terengganu,137
Unknown,≤100
