Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
503614639975773,Trombitás Kristóf,Megafon,489393,4
224274995688487,Bohár Dániel - Riporter,Megafon,461285,4
118152054556475,Deák Dániel,Megafon,309307,2
543788999005363,ORIGO,Mediaworks Hungary Zrt.,263659,19
191461774219575,hirado.hu,hirado.hu,175902,42
248172631940,Mandiner,Mediaworks Hungary Zrt.,160114,15
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,130325,12
203389926415069,Magyar Honvédség,Magyar Honvédség,125910,16
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,79791,8
294815374340858,Donáth Anna,Donáth Anna - Momentum,71064,4
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,62716,5
1880809845328535,Dobrev Klára,Demokratikus Koalíció,60357,76
1534911313439123,Ripost,Ripost,59495,5
126539424061030,Háttér Társaság,Háttér Társaság,52594,14
1265353903615539,Oeconomus,Oeconomus,42864,14
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,41886,2
264517713636590,PestiSracok.hu,PestiSrácok.hu,41618,7
408924035951553,Körforrás,Körforrás,39345,6
451844608304228,Metropol,Metropol,35660,4
178362315106,European Parliament,European Parliament,32618,3
592204747588011,Momentum Mozgalom,Momentum Mozgalom,32343,6
100299381703981,Ps TV,PestiSrácok.hu,32046,2
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,31936,4
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,31379,6
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,25863,4
76748198685,Budapest Pride,Budapest Pride,24826,6
733923476636885,Szatmáry Kristóf,Szatmáry Kristóf,23718,23
100661689613999,Arany Botond - Megoldás Mozgalom,Arany Botond - Megoldás Mozgalom,23659,6
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,21888,12
108346693873484,Győrffy Balázs,Győrffy Balázs,21393,3
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,21363,5
594088897289853,Alapjogokért Központ,Alapjogokért Központ,21323,12
