Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
964080723662055,Carlos Subirana Responde,Editorial CSS,277,2
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,249,2
109201057318552,JCSV,Fernando Omar Rosales Perez,169,2
195933611171149,Eva Copa,Teclea,103,1
106403237850347,Goberna Bolivia,Goberna,≤100,7
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100,2
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100,2
105132091396199,Aleiza Alcira Rodríguez Montero.,Aleiza Alcira Rodriguez Montero,≤100,1
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100,1
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,1
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100,3
101014104885737,Juan Carlos Medrano,Daniel Choque Mamani,≤100,1
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100,1
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100,1
2328823850688165,José M. Ormachea,José M. Ormachea,≤100,1
486783218122812,El Alto es Noticia BO,Teclea,≤100,1
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100,1
743132506065170,Descolonialidad del Poder y Autogobierno social,These ads ran without a disclaimer,≤100,1
1991495041106641,Teaching English with Cambridge,These ads ran without a disclaimer,≤100,1
1596795187238956,Ímpetu Ac,These ads ran without a disclaimer,≤100,1
292129440851133,CropLife Latin America,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
1215954961915796,RumiNews España,These ads ran without a disclaimer,≤100,1
101202352602558,Syncbox,These ads ran without a disclaimer,≤100,1
106172784661850,ecoguilty,These ads ran without a disclaimer,≤100,1
1726517690956007,CLAL.it Agrifood,These ads ran without a disclaimer,≤100,1
563065237146155,Latindadd,These ads ran without a disclaimer,≤100,1
154439464641434,"Alacero, Asociación Latinoamericana del Acero",These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100,1
458248597966121,Economy,Economy,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
