Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Stundin,Stundin,23123,5
314036327204,VR,VR,17574,8
152804904889,Samfylkingin,Samfylkingin,5356,1
105116352958747,ÖBÍ réttindasamtök,ÖBÍ réttindasamtök,3470,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2146,1
105818888034867,Ingibjörg Isaksen,Ingibjörg Isaksen,1811,1
154893001218870,ADHD samtökin,ADHD samtökin,1777,2
276274722490886,Alþýðusamband Íslands - ASÍ,Alþýðusamband Íslands - ASÍ,1691,2
196907954119033,Orkustofnun,Orkustofnun,1675,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1599,2
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,1346,2
106979180938014,Samstöðin,Samstöðin ehf,1288,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,1180,2
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,1135,2
156161194561570,Kjarninn,Kjarninn,1056,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,741,10
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,705,1
573559522797177,Flokkur fólksins,Flokkur Fólksins,317,4
101137009519656,Agent prasowy,These ads ran without a disclaimer,271,1
110551011816538,Út um víðan völl,These ads ran without a disclaimer,211,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,3
103538675856093,Мировые новости,These ads ran without a disclaimer,≤100,1
100629866236790,European news,These ads ran without a disclaimer,≤100,1
104847847912336,Shot by Shana,These ads ran without a disclaimer,≤100,1
106240044880482,Mind Facts,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,1
