Location name,Amount spent (BRL)
Acre (state),553
Alagoas,2583
Amapá,620
Amazonas,3904
Bahia,8493
Ceará,12087
Espírito Santo,2899
Federal District,3748
Goiás,7272
Maranhão,4141
Mato Grosso,4868
Mato Grosso do Sul,2935
Minas Gerais,21516
Paraná,10076
Paraíba,4372
Pará,4713
Pernambuco,11241
Piauí,2856
Rio Grande do Norte,3455
Rio Grande do Sul,12649
Rio de Janeiro (state),17224
Rondônia,1668
Roraima,936
Santa Catarina,8614
Sergipe,4706
São Paulo (state),52877
Tocantins,3489
Unknown,≤100
