Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,81958,18
737169626371453,Stundin,Stundin,12991,4
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,5270,3
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,3382,2
154893001218870,ADHD samtökin,ADHD samtökin,2994,5
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,2924,11
106979180938014,Samstöðin,Samstöðin ehf,2237,4
573559522797177,Flokkur fólksins,Flokkur Fólksins,1707,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,838,1
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,705,1
522040488002422,Babbel,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
101202352602558,Syncbox,These ads ran without a disclaimer,≤100,1
107203148110541,Action Speaks Louder,These ads ran without a disclaimer,≤100,1
