Location name,Amount spent (USD)
Alabama,12321
Alaska,2808
American Samoa,≤100
Arizona,29516
Arkansas,8174
California,143956
Colorado,26860
Connecticut,13443
Delaware,5910
Florida,93977
Georgia,32800
Guam,≤100
Hawaii,4170
Idaho,5757
Illinois,49605
Indiana,34979
Iowa,11312
Kansas,10614
Kentucky,13976
Louisiana,16426
Maine,7453
Maryland,40944
Massachusetts,27328
Michigan,36443
Minnesota,32769
Mississippi,8821
Missouri,21548
Montana,10509
Nebraska,5964
Nevada,11552
New Hampshire,9159
New Jersey,42918
New Mexico,6840
New York,88206
North Carolina,39573
North Dakota,1589
Northern Mariana Islands,≤100
Ohio,51758
Oklahoma,17791
Oregon,18908
Pennsylvania,68013
Puerto Rico,≤100
Rhode Island,3472
South Carolina,17954
South Dakota,1998
Tennessee,25579
Texas,139538
Unknown,203
Utah,8855
Vermont,3970
Virgin Islands (U.S.),≤100
Virginia,37321
Washington,28980
"Washington, District of Columbia",18809
West Virginia,8916
Wisconsin,22768
Wyoming,1622
