Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
106204692244510,Jigsaw Polska,Jigsaw,7945,4
176114889652,Kancelaria Premiera,Kancelaria Premiera,5536,28
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,5409,63
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,3452,2
178362315106,European Parliament,European Parliament,2213,14
57544755889,Amnesty International Polska,Amnesty International Polska,2137,25
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,1063,12
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,829,24
228168274881,wysokieobcasy,wysokieobcasy,718,12
106645538927529,Da się.,Fundacja Archipelag Inicjatyw,680,14
142614625077,WWF Polska,WWF Polska,662,7
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,629,5
513969188677442,Compassion Polska,Compassion Polska,617,18
175966550952,Chrońmy Klimat,Fundacja Instytut na rzecz Ekorozwoju,554,5
104442609633150,Lubuskie,Lubuskie,551,2
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,511,4
101557568622941,Sklep Dobrej Fabryki,Fundacja Dobra Fabryka,500,1
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,490,10
273827962690526,Otwarte Klatki,Otwarte Klatki,484,8
95661128574,Radio ESKA,Radio ESKA,481,2
170902079673829,Ørsted,These ads ran without a disclaimer,381,3
50063176484,TVN24,TVN,325,16
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,311,14
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,260,3
203627442993022,Portal Oświatowy,Wiedza i Praktyka,250,4
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,249,4
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,247,10
311278685609822,Fundacja Centaurus,Fundacja Centaurus,237,5
339855706171439,Dobra Fabryka,Dobra Fabryka,236,17
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,234,46
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,231,41
108673721998822,Anna Store 5,These ads ran without a disclaimer,227,1
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,219,87
312204349288060,Mariusz Gosek,Mariusz Gosek,217,5
