Location name,Amount spent (CAD)
Alberta,6505
British Columbia,12608
Manitoba,3537
New Brunswick,2147
Newfoundland and Labrador,472
Northwest Territories,≤100
Nova Scotia,1123
Nunavut,≤100
Ontario,20177
Prince Edward Island,148
Quebec,10473
Saskatchewan,7520
Unknown,≤100
Yukon,103
