Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
106626487721376,Amazon Europe,Amazon Europe,6815,10
102639461303190,Fair Pay For All,Fair Pay For All,4891,131
7715002593,UNICEF UK,Unicef UK,4389,45
311627208673,WWF UK,WWF UK,3644,99
9250349228,Greenpeace UK,Greenpeace UK,3537,48
13047522725,Crimestoppers,Crimestoppers,2749,52
345463602161853,bp,bp,2542,1
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2000,24
10677003998,Shelter,Shelter,1485,293
799576543492660,The Week Junior,The Week Junior,1448,37
45986010500,Barnardo's,Barnardo's,1359,22
111890118077986,Diesel Emissions,Diesel Emissions,1226,35
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1214,18
7043497714,Christian Aid,Christian Aid,1200,30
7214031395,Oxfam Great Britain,Oxfam Great Britain,1103,40
177855115588808,The Week UK,The Week UK,930,42
121936349543,World Vision UK,World Vision UK,916,50
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,874,21
186622728032,RSPB,RSPB,863,134
569834799727730,National Grid UK,National Grid UK,794,51
34044296391,Surfers Against Sewage,Surfers Against Sewage,758,109
10114144851,NSPCC,NSPCC,739,8
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,699,4
35671512696,World Animal Protection UK,World Animal Protection UK,679,39
59367068326,The Ramblers,The Ramblers,670,7
353224381469808,ifaw,IFAW,571,62
40952091012,Asthma + Lung UK,Asthma + Lung UK,553,13
7527864602,WaterAid UK,WaterAid UK,535,44
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,487,17
117476785190,Save the Children UK,Save the Children UK,481,18
108951391565231,Help to Heat,Huw John Llewellyn,402,16
175338329150218,Help For Heroes,Help for Heroes,392,5
47612991154,Dignity in Dying,Dignity in Dying,391,42
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,383,116
123311187737843,GSK,GSK,380,6
25749647410,The Labour Party,The Labour Party,365,608
195754307110390,Right To Life UK,Right To Life UK,353,25
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,352,5
23958741368,Southbank Centre,Southbank Centre,350,34
220543443746,International Rescue Committee - UK,International Rescue Committee UK,344,24
158077247591710,Refuge,Refuge,343,28
246872175166,Action Against Hunger UK,Action Against Hunger UK,341,201
127031794038958,Blue Marine Foundation,Blue Marine Foundation,323,48
1382543595173440,Humane Society International - UK,Humane Society International - UK,314,3
26698813123,British Red Cross,British Red Cross,310,16
490007667679401,Hugh James,Hugh James,291,3
274651352565844,Oltco Ltd,Oltco Ltd,290,132
220513170893,Ripple Effect,Send a Cow,288,10
167898406587045,Holiday Extras,Holiday Extras,286,5
1738524969810037,Mission India UK,Mission India UK,284,15
1660600037490738,Guardian Labs,Guardian Labs,279,16
105298484651843,SME Climate Hub,SME Climate Hub,260,29
317158175535179,BitLife,These ads ran without a disclaimer,250,1
7624294394,Amnesty International UK,Amnesty International UK,250,23
40409120801,Refugee Council,Refugee Council,234,4
