Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
208661552479830,日本財団,Shigeru Fujita,140750,8
1904070096535109,スマート選挙,株式会社センキョ,123010,46
475681929154100,国連UNHCR協会,国連UNHCR協会,100818,12
112523977041775,参政党,参政党,93728,16
124946600918797,NTTドコモ（NTT DOCOMO）,These ads ran without a disclaimer,29330,1
684161888345926,西日本新聞me,西日本新聞me,23856,19
543662599325014,地方移住・関係人口創出のプラットフォーム【ネイティブ. メディア】,ネイティブ株式会社,21748,8
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,19944,13
107313352292674,栄ひろみ,栄ひろみ事務所,10252,7
103914976352692,選挙ドットコム,イチニ株式会社,10077,1
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,8169,1
110293788602871,天野英雄（岡山県笠岡市･自民党）,天野英雄（岡山県笠岡市･自民党）,7887,2
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,7156,3
325980410778249,原発ゼロへのCountDown inかわさき　,原発ゼロへのカウントダウンinかわさき,7068,1
102468941548369,宮城県民共済,宮城県民共済,6658,3
103817759311985,小林たけし（自民党）川崎市麻生区で政治活動中！,小林たけし,5332,1
968050086653224,ベルエポック美容専門学校,These ads ran without a disclaimer,5087,1
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,4259,1
102104016089903,上田かずき,上田かずきと共に未来を考える会,4061,21
2317579431859030,岐阜県議会議員 さとう武彦,岐阜県議会議員 さとう武彦,4051,1
101128885421956,Diggy_boo,These ads ran without a disclaimer,3932,14
102057562724312,自治体実務Webセミナー,自治体実務Webセミナー,3661,2
115053374813920,BizFul/ビズフル - ビジネスに役立つ資料が見つかる,株式会社ビズフル,3056,8
113714531652580,中村裕一のページ,中村 裕一,2845,4
981456705576473,Datadog Japan,These ads ran without a disclaimer,2721,4
109760801771369,橋本 みきひこ,橋本 みきひこ,2604,4
224310161276282,伊藤たかえ,伊藤 たかえ,2568,3
104905208856666,Єдиний державний хаб зі збору доказів воєнних злочинів,These ads ran without a disclaimer,2399,1
107367904080878,VIVA-たいけん美じゅつ場-,NPO法人取手アートプロジェクトオフィス,2224,2
635403336589582,エビちゃん応援隊（えびさわけいこ応援隊）,エビちゃん応援隊,2134,1
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,2053,1
288385447888433,公益財団法人モラロジー道徳教育財団,公益財団法人モラロジー道徳教育財団,1990,1
105458429152816,清水直幸後援会｜清水直幸とよいまちを子どもにわたす会,Ryo Shimizu,1962,2
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,1885,1
104525832559827,ごとう慎太郎,後藤　慎太郎,1830,2
108491485442354,下川たかひこ後援会,下川たかひこ後援会,1773,4
105407091130238,山下洋輔 千葉県議会議員選挙（柏市）候補予定者/立憲民主党,Yosuke Yamashita,1571,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1522,9
418866171492742,株式会社Legaseed,These ads ran without a disclaimer,1449,5
1368986999877458,寺田ひろひで,博英 寺田,1320,2
111168231729960,前野まみこ,前野まみこ,1049,2
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,1049,2
1671853216366712,東こう史ひろ,東猴史紘,1034,2
108954555045499,町田てるよし後援会,町田てるよし後援会,944,2
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,909,2
107071225655646,島田かおる後援会,島田 薫,878,1
100370856335326,日本維新の会　原ひでと,原ひでとオフィシャルサイト,731,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,721,1
114465054902238,おもの大輔,おもの だいすけ,711,2
