Location name,Amount spent (MYR)
Johor,712
Kedah,391
Kelantan,318
Kuala Lumpur,798
Labuan,≤100
Malacca,267
Negeri Sembilan,230
Pahang,448
Penang,274
Perak,448
Perlis,≤100
Putrajaya,≤100
Sabah,642
Sarawak,702
Selangor,1447
Terengganu,328
Unknown,≤100
