Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,13890,72
116568687987919,No Merger,No Merger,7830,158
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,4057,32
203652059653094,Government of British Columbia,Government of British Columbia,1985,17
2112106495731697,Wild First,Canadian Coastal Research Society,1899,22
154462904588700,Enbridge Gas,Enbridge Gas,1112,66
1097840090260804,National Police Federation,National Police Federation,1110,89
113297740077607,Canadian Energy Centre,Canadian Energy Centre,1076,70
115835521825983,UNHCR Canada,UNHCR Canada,937,119
105754167560390,Sumofus Canada,SumOfUs,931,4
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,881,4
139019864276,Oxfam Canada,Oxfam Canada,861,56
163336718421,PSAC - AFPC,PSAC - AFPC,858,19
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,847,49
6695079125,TD,TD Bank Canada,835,18
172145722975250,PressProgress,PressProgress,797,129
107670711947328,Only One CA,"Only One, Inc.",785,17
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,665,53
117109432079,CAMH Foundation,CAMH Foundation,617,42
109045051805492,Made The Canadian Way,Canadian Energy Centre,612,4
274877362536876,CUPE BC,CUPE BC,599,21
625254780822339,CUPE Manitoba,CUPE MB,595,11
195608229977,BC NDP,BC NDP,554,2
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,545,48
404950259547092,Scarborough Health Network Foundation,SHN with Facebook ad credits,507,20
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,501,12
633812813408377,Elections Canada,Elections Canada,480,12
247550302115830,Elections Saskatchewan,Elections Saskatchewan,472,3
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,442,7
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,440,45
6319213302,Heart & Stroke,These ads ran without a disclaimer,438,3
176256900912,Saskatchewan Party,The Saskatchewan Party,434,15
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,414,5
689157954518219,Danielle Smith,United Conservative Party,412,2
114849617772737,Care2 Canada,Press Pause Collective,404,8
107385241806,Plan International Canada,Plan International Canada,402,65
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,382,2
67197771286,Elections BC,Elections BC,382,1
33730130515,Metro Vancouver,Metro Vancouver,357,26
19750184960,Greenpeace Canada,Greenpeace Canada,325,179
600199730040379,David Eby,BC New Democrat Caucus,324,1
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,303,6
1736390716652713,Open Doors Canada,Open Doors Canada,300,3
177741812241442,SCFP-Québec,le SCFP,299,16
111064284385333,Notjustajob.ca,NotJustAJob.ca,297,16
426142360767608,United Way Simcoe Muskoka,United Way Simcoe Muskoka,295,11
185413851479580,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,294,4
54125409458,Oxfam-Québec,Oxfam-Québec,289,12
104386908631938,Pathways Alliance,Pathways Alliance,288,6
102794729214729,Avoid the Shock,Insurance Bureau of Canada,268,7
7522587804,Green Party of Ontario,Green Party of Ontario,266,4
101488322839614,Selam Debs - The Antiracism Course,Selam Debs-The Antiracism Course,251,32
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,246,99
281999881613,World Vision Canada,World Vision Canada,237,5
1583430205202800,City of Toronto,City of Toronto - Your Local Government,231,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,219,1
335316996546813,Nova Scotia Department of Health and Wellness,Government of Nova Scotia,214,1
1530293140634544,"No Options, No Choice","No Options, No Choice Project",209,4
158469129085,TVO,TVO Today,205,1
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,201,9
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,194,13
150435931672156,Élections Québec,Élections Québec,194,20
35715544220,Stand.earth,Stand.earth,191,4
143249880633,World Animal Protection Canada,World Animal Protection Canada,189,12
14742445214,BC Green Party,BC Green Party,177,29
106917558391358,Alliance Nouvelles voies,Pathways Alliance,175,2
106360778489053,Fuelling Canada,Canadian Gas Association,170,89
187805263715,RÉZO,RÉZO,167,4
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,165,35
256967407720183,LEO,Léger,160,22
256219551228579,CUPE 905,CUPE 905,155,1
100999094747422,Land Needs Guardians,Land Needs Guardians,153,4
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,152,10
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,148,13
233017897569896,Emplois en régions,Emplois en régions,143,19
619390841527511,CUPE 5430,CUPE 5430,138,15
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,136,4
156235841087715,FTQ,FTQ,132,3
214866875236330,PROMIS,Promis Immigration,132,16
123235041462,The Fraser Institute,Fraser Institute,124,12
386234648495459,Home Care Ontario,Home Care Ontario,121,7
1533253713597302,Elisabeth Léger,Elisabeth Leger,113,4
1391594234280994,"Liquor, Gaming and Cannabis Authority of Manitoba","Liquor, Gaming and Cannabis Authority of Manitoba",109,8
103432361257183,Ontario PC Caucus,Ontario PC Caucus,102,16
1671097993122619,Children Believe,Children Believe,102,36
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,101,50
145280685523934,DesignTO,DesignTO,≤100,3
272357666146552,PSAC National Capital Region | Région de la capitale nationale de l'AFPC,PSAC National Capital Region | Région de la capitale nationale de l'AFPC,≤100,4
106183171866567,Fairness for Drivers,Fairness for Drivers,≤100,7
1553269028327267,Star Sponsored,The Toronto Star,≤100,4
104152709183684,Convenience Retailers 4 SC,Convenience Retailers Alliance,≤100,12
141646062556362,Société de l’arthrite du Canada,Société de l’arthrite,≤100,2
123279994379030,Participaction,ParticipACTION,≤100,14
572892516092329,"Yvan Baker, MP",Yvan Baker,≤100,2
2161474537462046,Solar X,Solar X,≤100,1
1590219921201770,Élections Canada,Élections Canada,≤100,12
278388139026064,Patrick Brown,Patrick Brown,≤100,6
18949384576,McClelland & Stewart,Penguin Random House Canada,≤100,1
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100,36
98938445882,City of Coquitlam - Municipality,City of Coquitlam,≤100,8
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100,18
103739893012149,Shepherds of Good Hope,Shepherds of Good Hope Ottawa,≤100,6
113305766875943,SIDE-Sommet international de l'écocitoyenneté,SIDE-Sommet international de l'écocitoyenneté,≤100,30
254245404682417,C.D. Howe Institute,C.D. Howe Institute,≤100,24
753889838292279,BC Assembly of First Nations,BC Assembly of First Nations,≤100,4
342197765819636,Fair Vote Yukon,Fair Vote Yukon,≤100,2
105884058088671,Keep Alberta RCMP,National Police Federation,≤100,11
