Location name,Amount spent (CHF)
Aargau,318
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,334
Basel-Landschaft,120
Bern,459
Canton of Geneva,646
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,241
Fribourg,221
Graubünden,≤100
Jura,≤100
Luzern,220
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,138
Solothurn,129
Thurgau,125
Ticino,105
Unknown,≤100
Uri,≤100
Valais,168
Vaud,370
Zug,≤100
Zürich,1081
