Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,12028,16
116269191760882,DSB,DSB,8678,4
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,6582,9
65929129383,Røde Kors,Røde Kors,6491,45
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5962,26
26458152911,SOS Børnebyerne,SOS Børnebyerne,4920,18
304554445813,Videncentret Bolius,Videncentret Bolius,4415,24
442403485851495,Morten Helveg Petersen,Morten Helveg Petersen,3790,2
599763040213164,Radius Elnet,Radius Elnet,3600,2
167891603415958,Lederne,Lederne,3555,25
104544224264943,3F Transport,3F Transport,3052,3
399210657232918,PlanBørnefonden,PlanBørnefonden,2990,17
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,2863,41
12860228293,Politiken,Politiken,2843,21
1522666927799763,BCG in Denmark,Boston Consulting Group,2617,10
748887235210811,Obton Forvaltning A/S,Obton A/S,2405,16
12787473132,Berlingske,Berlingske,2079,16
72672361910,Børns Vilkår,Børns Vilkår,2070,23
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2058,41
167887506877,AIDS-Fondet,AIDS-Fondet,1982,17
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1945,27
106952222676974,Liberal Alliance,Liberal Alliance,1936,8
55365680705,Greenpeace Danmark,Greenpeace Danmark,1346,11
867877683280051,Weekendavisen,Weekendavisen,1063,21
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,1058,28
123653695693986,Motatos Danmark,Motatos,1044,12
106468772046278,Project Greensand,Project Greensand,1021,1
126543540781090,Ældre Sagen,Ældre Sagen,997,10
314676938743,DM din akademiske fagforening,DM,991,10
159000594147871,Mary Fonden,Mary Fonden,990,4
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,975,36
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,946,6
102154048301476,Lederstof.dk,Lederne,917,24
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,772,19
182121298931589,Odense Kommune,Odense Kommune,722,4
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,698,1
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,684,7
19176473894,IMS (International Media Support),IMS (International Media Support),683,11
657491824390744,Spring Copenhagen,Spring Copenhagen,672,10
304554445813,Videncentret Bolius,Bolius,665,3
23488866416,Ateistisk Selskab,Ateistisk Selskab,655,35
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,649,20
130388840342741,Danske Bank,Danske Bank,636,5
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,634,6
246977185497434,Plastic Change,Plastic Change,589,25
178362315106,European Parliament,European Parliament,575,18
59143726810,Psykiatrifonden,Psykiatrifonden,570,1
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,563,2
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,561,4
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,557,4
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,525,4
20303574131,Nationalmuseet,Nationalmuseet,472,17
110560691837684,SolCompagniet,SolCompagniet,441,1
105511328705392,HØRT,Børns Vilkår,430,4
287306323369,Børnecancerfonden,Børnecancerfonden,408,2
116675518017427,Jens Stenbæk,Jens Stenbæk,355,2
334571029981175,DM og MA studerende,DM,327,4
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,323,1
363339517015011,Aabenraa Kommune,Aabenraa Kommune,291,2
197135936965427,DKsyd TV,Dksyd,283,1
153708144675646,PFA,PFA,280,1
77420716648,Energiselskabet Natur-Energi,Energiselskabet Natur-Energi,270,6
437410226312057,Københavns Kommune,Københavns Kommune,262,3
1704424023182897,Politiken Historie,Politiken Historie,261,12
181330585392156,Skattestyrelsen,Skattestyrelsen,252,1
246097715413231,Alkohol & Samfund,Alkohol & Samfund,238,12
133716736641210,LandbrugsAvisen,LandbrugsAvisen,220,1
720261478310813,sunsweetdk,These ads ran without a disclaimer,217,1
1684646181850363,TjekDet,TjekDet,210,1
194089010674568,Finansforbundet (DK),Finansforbundet (DK),203,13
412665418794113,Claus Jensen,Dansk Metal,197,1
101248435485457,Frihedsbrevet,Mediehuset Friheden,191,3
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,179,15
336333896418452,Assens Kommune,Assens Kommune,169,4
67571270393,Red Barnet,Red Barnet,168,3
852608988134698,Tikko,Tikko,168,2
823788047675556,Call of War,These ads ran without a disclaimer,157,2
390925417751473,Erling Bonnesen,Erling Bonnesen,155,2
111561545539837,Krigsmuseet,Krigsmuseet,154,3
186645960378,Danwatch,Danwatch,149,5
336978259712588,YouGlobe,Helle Thilo,146,1
169480019755055,Randers Kommune,Randers Kommune,145,1
366165650071333,Enhedslisten Køge,Rolskov Niels,141,1
28159151157,FOF København,FOF København,141,2
116061635098137,Karina Lorentzen Dehnhardt,SF,136,2
106355174776321,Christian Budde,Christian Opstrup-Privat,122,2
106242252762376,Fyens.dk,Fyens Stiftstidende,121,1
102514162425194,Frederik Vad,Nielsen Frederik Vad,119,2
153640394698032,Roskilde Kommune,Roskilde Kommune,117,2
250994288337708,Sex og Samfund,Sex og Samfund,117,1
46265612799,FDM,FDM,116,1
459641371068935,Forenet Kredit,Forenet Kredit,115,1
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,112,2
161708011540,Mads Duedahl,Venstre i Nordjylland,110,16
274801571048099,Phillip Westh Weirup,Phillip Bruun Weirup,108,1
341299649231023,Zetland,Zetland,107,5
494902077334290,Tuborgfondet,Tuborgfondet,106,6
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,104,3
2319925761607995,Radio4,RADIO FM4 A/S,≤100,2
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100,1
141140922630894,RED Center,RED Center,≤100,1
1822254634537356,Nye tider,Nyetider.nu,≤100,2
281457390200,Nørrebro Teater,Nørrebro Teater,≤100,4
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,≤100,1
101945189487437,Søren Groth Therkelsen - Andel repræsentantskabsvalg,Søren Groth Therkelsen,≤100,1
159933657497144,Lars Møller Pedersen,Lars Pedersen,≤100,1
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
372025753616,PFA Brug Livet Fonden,PFA Brug Livet Fonden,≤100,1
2079502855459920,Charlotte Broman Mølbæk,SF,≤100,1
108041771950114,Danmarksdemokraterne - Inger Støjberg,Danmarksdemokraterne,≤100,1
429072850823476,Akademikerne - AC,Akademikerne,≤100,1
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100,3
192783424152018,Socialistisk Information,Leif Mikkelsen,≤100,3
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100,1
247490665291060,Det Kgl. Bibliotek,Det Kgl. Bibliotek,≤100,1
242174339157676,Røde Kors Odense,Katrine Tyrrestrup Lassen Graversen,≤100,1
109261517088528,Fremstillingsindustrien,Dansk Industri,≤100,1
294264660289,DGI Storkøbenhavn,DGI Storkøbenhavn,≤100,1
144073492279043,Teatret Svalegangen,Teatret Svalegangen,≤100,2
176564056237560,Alternativets Ulla Munksgaard,Ulla Munksgaard,≤100,2
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100,3
112265080144547,Overlægeforeningen,Lisbeth Dahl,≤100,1
100416662311928,Vid&Sans,Tore Bonnerup,≤100,1
101028235491379,Malene Sandfeld KV21 Frederiksberg,Malene R Sandfeld,≤100,1
531718860231670,"Refugees Welcome, Danmark",Bendixen Michala Clante,≤100,1
808135809280401,historiskerejser.dk,Anders Bager Eriksen,≤100,2
135943929807781,Åby Sogn,Aaby Sogns Menighedsråd,≤100,1
108273171366317,Moderaterne,Moderaterne,≤100,2
1336828149713722,Mission Uden Grænser,Mission Uden Grænser,≤100,1
1442909896002286,VU Nordjylland,VU Nordjylland,≤100,1
1427602130822979,Konservative i Brøndby,Konservative i Brøndby,≤100,1
109440254274204,Sara Darling Jørgensen,SF,≤100,1
612365422186892,Rebild Kommune,Rebild Kommune,≤100,2
7288041650,Højskolerne,Højskolerne.dk,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,1
703543806324512,Vi-partiet,Larsen Thomas,≤100,3
110166048670012,Intree,Intree,≤100,1
305932686202047,Caritas Danmark,Caritas Danmark,≤100,1
1017666944935541,Venstre Gladsaxe,Venstre Gladsaxe,≤100,1
1396986243876509,Anders Kronborg,Anders Kronborg,≤100,1
1263033467092847,Alina Protsyk,Alina Protsyk,≤100,1
1006411482778121,FedEx,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
107898832590939,European Commission,European Commission,≤100,3
110482913766384,Martin Sikær,Martin Sikær,≤100,1
113158773469624,Pernille Vermund,Nye Borgerlige,≤100,4
342716189117135,Sparekassen Danmark,Sparekassen Danmark,≤100,1
415341115213431,Intact Denmark - Forening mod omskæring af børn,Intact Denmark - Forening mod omskæring af børn,≤100,1
107147471711727,Enablesus,Enablesus,≤100,1
140362986068964,Retten til Liv,Kerstin Hoffmann,≤100,1
645454495955240,Madmødet,Jan Michelsen,≤100,1
517462625009133,Folketinget,Folketinget,≤100,1
245844092182498,Enhedslisten Rudersdal,Christoffer Emil Jexen,≤100,1
111902564485238,Jes Halfdan - Nye Borgerlige,Jes Halfdan Nielsen,≤100,1
973837682721591,Thomas Tonsberg Schlie - Venstre,Thomas Tonsberg Schlie,≤100,1
398144900313793,"Mads Præstegaard, SF Roskilde",SF Roskilde,≤100,1
243765466796,Vejle Kommune,Vejle Kommune,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
356590264357569,Palæstinaorientering,Ole Olsen,≤100,1
104229188003573,Dan Kornbek Christiansen,Det Konservative Folkeparti i Glostrup,≤100,1
1417938685172201,Anders Wolf Andresen - politiker,Andresen Anders Wolf,≤100,1
288315184625473,Sulisitsisut - Grønlands Erhverv,Sulisitsisut - Grønlands Erhverv,≤100,2
143829382342854,VU Aalborg,VU Aalborg,≤100,1
102330929215775,REPER Danemarca,REPER Danemarca,≤100,1
169715288124007,Kristine Amalie Rostgård,Kristine Amalie Rigmor Rostgård,≤100,1
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,≤100,1
158587107539607,Topdanmark,These ads ran without a disclaimer,≤100,2
613553422342850,Aelfric Eden,These ads ran without a disclaimer,≤100,3
107575374711850,SAGA DK,Saga,≤100,1
291839907846687,Landboforeningen Odder-Skanderborg,Landboforeningen Odder-Skanderborg,≤100,1
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100,1
103170447987623,Rosa Lykke Yde - SF,SF Randers,≤100,1
568507866664113,Forlaget Orbis,Forlaget Orbis,≤100,1
12390252419,Region Nordjylland,Region Nordjylland,≤100,1
253132104886911,Kvisten,Kvisten,≤100,1
102921128233450,KD - Aarhus Kommune,Frank Engdal,≤100,1
26531882197,Peter Westermann,Westermann Peter,≤100,1
105527274440301,Single Flowers Perfume,These ads ran without a disclaimer,≤100,1
154415494575789,IDA,IDA,≤100,2
64344083041,Enhedslisten Aalborg,Enhedslisten Aalborg,≤100,1
216402818434101,Mission Øst,Mission Øst,≤100,1
153001988067003,"Kommunernes Forening for Pædagogiske Læringscentre, KFPLC","Kommunernes Forening for Pædagogiske Læringscentre, KFPLC",≤100,1
213185957376123,JP Randers,These ads ran without a disclaimer,≤100,1
353331228049945,Nicki Ottevig - Byrådsmedlem,Nicki Ottevig,≤100,1
1541220236121470,Katarina Ammitzbøll,Katarina Ammitzboell,≤100,1
101563322859043,Peter Sølvsten,Peter Sølvsten,≤100,1
102472071927163,Simon Bauer,Simon Bauer,≤100,1
110531284423275,Pia Thorsen,Pia Mark Thorsen,≤100,1
111676898052590,Fredensborg Folkeuniversitet,Fredensborg Folkeuniversitet,≤100,1
105033008641972,Koua Studio,These ads ran without a disclaimer,≤100,1
275436626213891,Ulfborg Borgerforening,These ads ran without a disclaimer,≤100,1
1722656998043900,Uniqkey A/S,These ads ran without a disclaimer,≤100,2
107726448805200,Wonderland - Tower Defense,These ads ran without a disclaimer,≤100,1
165535500145780,Hillerød Bibliotek,Hillerød Bibliotekerne,≤100,1
167900966597161,VU Holstebro,VU Holstebro,≤100,1
210264915657312,Halifax Burgers,These ads ran without a disclaimer,≤100,4
681482348905875,Floris van Raaijen,These ads ran without a disclaimer,≤100,1
107483864336789,I am a Casting Worker,These ads ran without a disclaimer,≤100,18
687272838060108,iChoc - vegan chocolate,These ads ran without a disclaimer,≤100,1
105482558861708,Hallgruppen Danmark,These ads ran without a disclaimer,≤100,1
